date,station,special,first,second,third,fourth,fifth,sixth,seventh,eighth
2013-06-19,Đồng Nai,403642,88736,21246,"22969, 51908","62073, 31858, 85635, 00064, 16692, 28297, 86496",1373,"1353, 1479, 1562",142,06
2013-06-20,An Giang,752783,43009,16525,"30494, 44038","65229, 15813, 95781, 58661, 92148, 16862, 04057",3853,"6002, 8981, 2487",213,45
2013-06-20,Bình Thuận,233154,63855,02714,"61068, 24103","38711, 86693, 78405, 90101, 16365, 88990, 89992",6453,"8546, 3116, 1692",297,41
2013-06-20,Tây Ninh,920730,19234,31827,"51211, 68050","64527, 72420, 71252, 49681, 79153, 51415, 37573",8790,"4582, 0407, 9555",994,48
2013-06-21,Bình Dương,440206,49598,33896,"76229, 49309","94738, 11495, 56873, 64720, 87595, 03516, 09219",8174,"0708, 1551, 6955",096,34
2013-06-21,Trà Vinh,874210,61843,07295,"25182, 90151","79165, 06407, 34900, 02873, 87740, 31247, 01660",3398,"9769, 4971, 9870",557,13
2013-06-21,Vĩnh Long,349832,43918,36435,"72480, 26733","88401, 78460, 79018, 42270, 46620, 24657, 96372",1992,"2800, 4317, 8623",678,75
2013-06-22,Bình Phước,822004,99169,59448,"14211, 80422","51685, 05299, 86371, 22171, 41930, 49706, 48217",7208,"7671, 1445, 5524",951,21
2013-06-22,Hậu Giang,675471,85322,87554,"26125, 12546","54956, 30346, 44678, 96678, 84799, 78866, 10709",0793,"6890, 9703, 4088",428,66
2013-06-22,Hồ Chí Minh,191258,01674,55054,"79364, 22816","14792, 86258, 25051, 46325, 00926, 41607, 83590",3951,"9859, 2381, 4910",391,97
2013-06-22,Long An,742978,64499,74578,"73890, 14269","51227, 61491, 85867, 10103, 70255, 48938, 28067",0106,"5525, 8948, 0737",759,11
2013-06-23,Kiên Giang,974532,25880,23124,"77365, 76685","20667, 03123, 11335, 23562, 84529, 77545, 19563",4300,"0188, 5882, 9958",124,60
2013-06-23,Tiền Giang,496464,59522,68957,"52192, 76249","39679, 29227, 65648, 42294, 52837, 48098, 48864",0761,"3036, 6241, 0590",138,08
2013-06-23,Đà Lạt,125059,09197,19297,"31222, 20741","17334, 90943, 91726, 73183, 38842, 82557, 93207",0653,"4307, 2604, 8683",422,38
2013-06-24,Cà Mau,200523,00464,35262,"15820, 41255","79344, 54333, 71514, 80655, 31645, 42419, 37265",5544,"2946, 6463, 0787",521,81
2013-06-24,Hồ Chí Minh,958681,02533,76740,"00399, 80969","11168, 78502, 12436, 67738, 82462, 22777, 20001",1791,"4251, 3091, 3460",628,41
2013-06-24,Đồng Tháp,088654,59859,09085,"70782, 89023","00843, 89933, 29301, 44600, 13013, 66054, 92774",7433,"6679, 6489, 5860",326,91
2013-06-25,Bạc Liêu,136422,15926,69820,"35327, 42588","91556, 83401, 19665, 81630, 34460, 97726, 96888",2748,"8655, 1857, 8620",689,57
2013-06-25,Bến Tre,455446,07452,44007,"51515, 77953","52506, 69598, 77025, 77165, 01024, 69128, 19792",9429,"1409, 1767, 4360",692,16
2013-06-25,Vũng Tàu,124561,41140,86710,"97014, 25652","77323, 22534, 11916, 90128, 18042, 49654, 09998",9803,"8405, 0940, 8256",865,75
2013-06-26,Cần Thơ,885197,10435,95869,"10238, 99404","33675, 55885, 18995, 39474, 45834, 81770, 43513",2358,"6316, 0183, 0228",956,87
2013-06-26,Sóc Trăng,017186,97533,76339,"14592, 07200","09100, 76398, 42144, 18466, 21612, 68147, 69152",6892,"3208, 7792, 7186",239,89
2013-06-26,Đồng Nai,282545,51524,29515,"13067, 62005","40094, 22678, 77367, 68151, 10844, 90610, 11616",7891,"7620, 2495, 6265",213,06
2013-06-27,An Giang,754393,28312,68883,"16290, 29317","04696, 60734, 72663, 81157, 22880, 67418, 54330",5759,"2155, 7435, 3850",727,97
2013-06-27,Bình Thuận,455093,87452,80502,"89913, 12529","47101, 89750, 78584, 08420, 88244, 93313, 29768",7823,"6679, 3547, 4647",059,26
2013-06-27,Tây Ninh,046953,93948,17984,"88066, 87981","48996, 23440, 99283, 87846, 02902, 55725, 48772",0264,"7676, 1083, 6546",455,45
2013-06-28,Bình Dương,340351,95984,76826,"81713, 50616","08359, 65786, 75139, 64447, 92241, 64729, 05121",2230,"0051, 0865, 6139",369,56
2013-06-28,Trà Vinh,642554,66736,99520,"99849, 48143","25914, 05510, 51295, 05554, 99212, 62327, 82685",2778,"3163, 4267, 7754",133,50
2013-06-28,Vĩnh Long,614175,81755,49882,"95434, 54064","88586, 53141, 00710, 82280, 16816, 01310, 88193",9601,"7933, 6378, 8995",829,92
2013-06-29,Bình Phước,055677,31825,72816,"32020, 76746","02094, 03374, 78880, 44264, 18154, 04260, 52619",4028,"1193, 1961, 3748",361,01
2013-06-29,Hậu Giang,130311,11178,85052,"04677, 09773","85774, 36677, 18145, 15853, 89082, 91617, 07314",5403,"2759, 9992, 9023",951,45
2013-06-29,Hồ Chí Minh,325098,35708,53903,"36551, 24249","49600, 34984, 14026, 39540, 48326, 72092, 10271",3875,"3704, 3012, 1761",707,09
2013-06-29,Long An,333437,43538,89805,"16614, 64246","51343, 14457, 43054, 80653, 40767, 78352, 75610",7599,"2268, 6787, 9751",260,69
2013-06-30,Kiên Giang,893785,34962,97369,"21725, 32347","19145, 07956, 09269, 93566, 70412, 88268, 83164",3711,"1827, 0586, 0686",291,44
2013-06-30,Tiền Giang,300090,74438,55918,"21615, 43714","53493, 32984, 50268, 99758, 56225, 79013, 83520",6949,"5622, 1270, 3809",459,52
2013-06-30,Đà Lạt,646850,82433,08542,"58567, 89821","93490, 08609, 37976, 36736, 73885, 87094, 42358",5014,"8424, 9029, 4518",414,91
2013-07-01,Cà Mau,631104,54589,86863,"90222, 44624","60330, 93152, 14478, 21959, 91526, 72672, 87579",2708,"4758, 0998, 0966",696,83
2013-07-01,Hồ Chí Minh,558512,53216,17759,"42404, 21757","35612, 86455, 14558, 83432, 93388, 10517, 41707",9918,"5250, 3920, 4019",317,38
2013-07-01,Đồng Tháp,768125,74755,91414,"54654, 92413","18798, 77745, 05811, 05669, 56422, 53739, 27024",0366,"5099, 4504, 6892",176,47
2013-07-02,Bạc Liêu,393408,26715,58184,"95435, 45701","09752, 54020, 31955, 43636, 15626, 48035, 18694",0574,"4191, 3079, 8490",993,75
2013-07-02,Bến Tre,636653,08313,10764,"78526, 54368","96939, 71743, 25640, 81331, 89495, 77178, 11340",6462,"0741, 4279, 3392",034,76
2013-07-02,Vũng Tàu,743565,40357,16250,"58088, 40626","36538, 95683, 18368, 62498, 87756, 76365, 28784",8073,"9222, 1222, 3097",629,22
2013-07-03,Cần Thơ,503680,59672,20982,"72425, 97590","52535, 80731, 58897, 53210, 68118, 90324, 32212",4704,"3277, 3931, 0106",582,25
2013-07-03,Sóc Trăng,131699,27245,97533,"22373, 24998","99774, 98112, 12982, 33268, 88826, 07442, 05450",2575,"7730, 3315, 9785",267,67
2013-07-03,Đồng Nai,702972,11331,69611,"10498, 12717","89608, 12031, 16427, 47131, 24515, 84126, 64778",6464,"1338, 6652, 4519",313,75
2013-07-04,An Giang,999355,81361,96485,"21326, 35512","79542, 59733, 55794, 46658, 69826, 28889, 67090",7044,"2843, 4313, 7003",429,39
2013-07-04,Bình Thuận,957885,00859,03324,"05509, 42709","26900, 07541, 06955, 45192, 58004, 30995, 89274",5662,"7428, 2043, 0622",928,07
2013-07-04,Tây Ninh,983186,35793,75610,"21793, 68219","42405, 53352, 37645, 69739, 89863, 84345, 29179",4438,"3188, 2653, 7822",369,43
2013-07-05,Bình Dương,583004,49655,76159,"69357, 12001","08762, 30881, 32185, 14490, 56726, 65085, 07054",7552,"6033, 4794, 4721",141,26
2013-07-05,Trà Vinh,496991,14151,73354,"76747, 20938","46168, 40807, 16443, 99124, 83108, 50175, 95371",7124,"9738, 0214, 7047",390,11
2013-07-05,Vĩnh Long,179096,31386,74701,"03083, 09476","38039, 96104, 05992, 67915, 51594, 25017, 36715",5554,"6461, 2346, 5714",156,82
2013-07-06,Bình Phước,861028,16740,97918,"79704, 58710","05259, 15955, 71818, 59201, 42601, 87942, 58876",5786,"8632, 6316, 4408",521,07
2013-07-06,Hậu Giang,713425,89345,89130,"52297, 51813","59828, 37287, 28497, 07895, 83780, 34624, 38296",0013,"8968, 4506, 9268",763,77
2013-07-06,Hồ Chí Minh,778437,97040,92888,"18443, 57222","26499, 53199, 38425, 01243, 11637, 46214, 12853",1148,"9099, 4987, 0326",504,09
2013-07-06,Long An,889802,04365,81301,"32727, 37833","26149, 54286, 52023, 61930, 05814, 02464, 86789",9524,"0776, 0140, 9240",726,52
2013-07-07,Kiên Giang,874611,80909,89221,"57065, 94107","83511, 50052, 90741, 28147, 40777, 92528, 06645",5488,"6593, 4467, 2513",043,75
2013-07-07,Tiền Giang,633060,33356,84733,"79735, 00335","17470, 86266, 85120, 92873, 41684, 84460, 23243",4401,"6382, 7386, 2403",184,61
2013-07-07,Đà Lạt,620775,49489,65826,"40695, 63070","34708, 10053, 78865, 70334, 58784, 09723, 81684",1352,"6391, 8038, 1346",339,96
2013-07-08,Cà Mau,619924,61081,43486,"03898, 56948","54015, 18729, 38675, 05889, 55518, 26269, 05272",6596,"8142, 6520, 7367",553,70
2013-07-08,Hồ Chí Minh,812565,60556,07323,"44763, 92592","68563, 46301, 30009, 60599, 52728, 63176, 75910",7449,"5041, 7335, 4512",605,63
2013-07-08,Đồng Tháp,209052,25451,72211,"28926, 54892","63026, 91342, 45837, 16017, 47564, 12111, 92708",9643,"4849, 8117, 1498",692,10
2013-07-09,Bạc Liêu,394526,03440,48593,"40114, 57592","26891, 08928, 01969, 87813, 17312, 78096, 75322",5394,"3683, 4786, 6429",217,72
2013-07-09,Bến Tre,214597,09614,75516,"48488, 68563","00988, 63977, 81631, 50177, 04185, 07301, 94635",1012,"0704, 2296, 4392",073,50
2013-07-09,Vũng Tàu,969896,31977,80155,"43327, 24749","85426, 30334, 84775, 44886, 18323, 92956, 42320",1153,"3541, 0667, 4259",023,82
2013-07-10,Cần Thơ,362640,49915,97747,"29860, 23774","60871, 33141, 70147, 91608, 16683, 13287, 71557",8404,"5794, 6087, 4496",944,22
2013-07-10,Sóc Trăng,910973,32473,13314,"38658, 69523","48449, 94953, 24907, 72169, 74871, 48554, 59533",4597,"6152, 2097, 1619",013,38
2013-07-10,Đồng Nai,047688,47511,92178,"90403, 01565","47334, 50707, 07113, 84292, 98704, 43586, 24833",7525,"8954, 8934, 8928",934,73
2013-07-11,An Giang,704217,27038,02184,"70286, 91735","42789, 81268, 45733, 30905, 70144, 02716, 84673",1701,"9443, 1227, 4000",291,33
2013-07-11,Bình Thuận,367114,90240,10797,"73323, 22498","40635, 20642, 34810, 41630, 24176, 69701, 44773",9143,"8551, 2551, 1175",569,68
2013-07-11,Tây Ninh,342859,84952,51861,"13240, 44276","23625, 35369, 02053, 23500, 28207, 39633, 19086",1536,"4669, 4014, 7657",373,71
2013-07-12,Bình Dương,774175,98092,90313,"90642, 21180","29608, 23066, 57224, 94912, 11655, 43673, 42151",8231,"9650, 1522, 2304",273,42
2013-07-12,Trà Vinh,636279,43863,38850,"63257, 00438","58842, 73328, 69021, 85048, 09174, 24724, 73067",4047,"9541, 1452, 5551",699,88
2013-07-12,Vĩnh Long,903690,94993,38832,"06010, 00786","43898, 29878, 28272, 28340, 26421, 25556, 70950",7910,"9306, 3636, 0027",483,85
2013-07-13,Bình Phước,096048,35486,17632,"08264, 95106","07522, 43310, 90779, 22362, 03557, 85077, 26086",6749,"4386, 8049, 4048",518,92
2013-07-13,Hậu Giang,453065,52380,85785,"70824, 77414","31990, 31631, 03392, 29450, 91892, 80176, 98320",5889,"8330, 0705, 2095",066,01
2013-07-13,Hồ Chí Minh,784567,41758,25015,"02451, 41821","10497, 12818, 09156, 67467, 41142, 31828, 23014",9793,"2920, 9963, 5504",601,75
2013-07-13,Long An,358425,09760,48148,"20243, 48215","21106, 49496, 18314, 02270, 33364, 44663, 08812",1920,"8280, 1613, 5347",737,49
2013-07-14,Kiên Giang,522844,83162,52250,"37165, 65244","57270, 66039, 50985, 44121, 74289, 86859, 19371",9058,"4827, 4806, 2690",381,25
2013-07-14,Tiền Giang,929371,20804,44687,"74837, 01346","36241, 74520, 22568, 11530, 72743, 97713, 47851",9719,"6277, 4644, 6175",792,14
2013-07-14,Đà Lạt,919692,39086,08270,"05674, 77318","12100, 91634, 55823, 61105, 67433, 43795, 28071",5115,"2960, 6893, 3823",139,78
2013-07-15,Cà Mau,427345,48677,71704,"35003, 61169","81765, 85659, 55963, 16867, 40888, 49538, 67924",1445,"2894, 4319, 3598",298,84
2013-07-15,Hồ Chí Minh,094383,27059,23953,"27000, 64582","45351, 96617, 71852, 99494, 69705, 99335, 34130",6630,"2860, 6542, 0008",095,58
2013-07-15,Đồng Tháp,245098,28454,18927,"01769, 80691","57493, 64331, 16481, 37277, 08877, 60074, 84676",5224,"5041, 6185, 0783",729,21
2013-07-16,Bạc Liêu,356662,64178,72691,"85048, 66806","87788, 97420, 54289, 01859, 59584, 74302, 52700",2406,"7183, 9964, 4433",010,18
2013-07-16,Bến Tre,202551,65306,69138,"29266, 36987","71598, 54766, 82075, 39441, 37799, 18769, 27653",9618,"7495, 9332, 1756",694,91
2013-07-16,Vũng Tàu,015879,34408,32642,"88543, 15164","57961, 69342, 22426, 03016, 28089, 33081, 41562",8663,"2871, 3350, 4629",206,21
2013-07-17,Cần Thơ,632291,99351,12968,"70769, 34310","26707, 44017, 82661, 62008, 91100, 38553, 32868",9251,"5437, 2721, 5744",175,87
2013-07-17,Sóc Trăng,327311,80659,27523,"09803, 66569","99471, 65214, 56790, 47780, 89187, 81034, 05605",5983,"3600, 6873, 8301",384,76
2013-07-17,Đồng Nai,395933,81754,65590,"92418, 06823","70518, 33417, 43438, 25998, 98713, 56912, 77298",3457,"5956, 9069, 9141",341,17
2013-07-18,An Giang,989379,70615,62316,"03343, 74590","46317, 57314, 34726, 09480, 49649, 54251, 21522",9557,"2016, 1217, 7226",029,62
2013-07-18,Bình Thuận,655698,47839,25148,"24889, 28818","56758, 67389, 92188, 37341, 51377, 95166, 28605",5958,"8398, 0722, 1210",762,12
2013-07-18,Tây Ninh,466682,39241,97563,"57254, 31803","30842, 39407, 45459, 36476, 25594, 58907, 70662",9848,"3272, 1278, 0517",605,96
2013-07-19,Bình Dương,861178,11874,13893,"84530, 93274","03908, 39703, 33863, 82916, 73494, 93402, 67778",6134,"6949, 9488, 8588",824,89
2013-07-19,Trà Vinh,031972,15154,17017,"86389, 19507","21583, 86287, 26738, 47624, 28092, 41953, 66248",6965,"5803, 5856, 5629",721,51
2013-07-19,Vĩnh Long,153303,75814,80106,"62403, 50792","86824, 86020, 25541, 32894, 85594, 08152, 28820",6972,"2029, 2634, 6558",039,46
2013-07-20,Bình Phước,075867,22719,48616,"50543, 71372","84318, 46351, 05999, 99127, 35479, 15584, 94882",1860,"5879, 7287, 7480",166,82
2013-07-20,Hậu Giang,416416,51788,36931,"69446, 16133","71168, 31456, 29207, 29693, 96190, 99176, 13341",0277,"4278, 8233, 7441",007,55
2013-07-20,Hồ Chí Minh,679925,89505,83717,"83395, 83475","41030, 10032, 85999, 39165, 42951, 13989, 84525",4026,"4973, 4954, 7003",110,21
2013-07-20,Long An,772883,39787,29894,"71418, 85003","46035, 70403, 63170, 39063, 59252, 68769, 66799",5525,"3336, 5427, 2598",726,96
2013-07-21,Kiên Giang,299815,52488,80090,"64906, 78847","22411, 08685, 08779, 41933, 76816, 27732, 34630",1282,"3284, 2607, 8923",559,58
2013-07-21,Tiền Giang,419011,78702,44464,"17227, 46546","11464, 75884, 63735, 79654, 55379, 50839, 00998",2235,"8993, 4822, 4361",869,95
2013-07-21,Đà Lạt,728227,29492,40252,"80122, 22114","11316, 10845, 58156, 25504, 28908, 25075, 94279",8791,"5782, 2071, 7162",226,13
2013-07-22,Cà Mau,010040,92113,39948,"39944, 43511","43489, 82328, 93818, 42758, 11499, 34906, 31586",5844,"3296, 9113, 5906",639,38
2013-07-22,Hồ Chí Minh,921251,63023,95009,"73044, 93225","35345, 63241, 21856, 78143, 19325, 34463, 73429",6050,"1796, 4150, 5060",421,38
2013-07-22,Đồng Tháp,288474,29057,37735,"95319, 56486","44807, 87058, 06770, 96670, 31584, 57045, 88970",7716,"1711, 3026, 5069",424,61
2013-07-23,Bạc Liêu,152080,60216,92617,"30229, 73318","05618, 79940, 65072, 46702, 71839, 37661, 82528",4735,"6211, 9501, 6731",578,56
2013-07-23,Bến Tre,051498,84471,41495,"71539, 80033","90195, 90302, 00704, 32115, 99285, 74591, 41957",3632,"3810, 7262, 3730",765,47
2013-07-23,Vũng Tàu,857859,45238,29614,"97095, 21940","74252, 67923, 19245, 75726, 98215, 28605, 25279",1946,"7928, 6024, 7407",328,56
2013-07-24,Cần Thơ,329172,76762,67242,"35445, 72906","57425, 84266, 52509, 43087, 56120, 43361, 96390",2240,"8066, 1760, 8124",404,65
2013-07-24,Sóc Trăng,314085,66856,08734,"02879, 22425","41717, 04574, 58890, 76860, 16160, 53291, 23094",4887,"3261, 3146, 6901",475,11
2013-07-24,Đồng Nai,880416,96450,41183,"40720, 66216","69979, 54751, 72926, 95921, 86266, 24788, 95022",2969,"0301, 4163, 4369",497,80
2013-07-25,An Giang,367067,99815,06016,"74306, 76123","82184, 38521, 80855, 38633, 56050, 18324, 69921",0422,"0210, 2643, 8978",012,08
2013-07-25,Bình Thuận,118823,93573,11251,"25230, 61875","59460, 29211, 99387, 64308, 29872, 89157, 25773",5716,"1826, 3024, 6329",765,98
2013-07-25,Tây Ninh,438128,48443,96285,"59800, 73328","21248, 76378, 89881, 51615, 29003, 24772, 85397",9189,"1662, 6733, 9819",792,85
2013-07-26,Bình Dương,873988,46253,89110,"33451, 97906","24971, 07197, 07099, 25069, 50262, 92322, 36009",0973,"5369, 4985, 6877",678,48
2013-07-26,Trà Vinh,115581,94047,23577,"52511, 45386","07802, 41325, 39242, 04361, 15382, 37303, 14163",5033,"8461, 9420, 5843",049,64
2013-07-26,Vĩnh Long,933659,79744,41895,"25615, 78863","30533, 86934, 80797, 19922, 88556, 10700, 01789",4880,"3790, 8090, 3645",527,26
2013-07-27,Bình Phước,460546,79769,49701,"92609, 67113","78244, 35208, 76646, 26830, 57257, 05488, 53859",8184,"3105, 4313, 7835",282,87
2013-07-27,Hậu Giang,881278,03285,59937,"59828, 07325","53525, 36758, 43206, 70721, 64899, 01921, 77418",6709,"8058, 1046, 4312",856,01
2013-07-27,Hồ Chí Minh,237449,06012,39102,"65834, 86701","59128, 63730, 03509, 28337, 54612, 76674, 80072",5083,"9729, 7099, 3980",671,35
2013-07-27,Long An,277516,93674,15863,"16132, 21967","41096, 24752, 68221, 56166, 42241, 38229, 52216",4028,"4475, 9640, 4776",940,10
2013-07-28,Kiên Giang,186707,14453,17686,"16840, 83085","84329, 88457, 14401, 55260, 33502, 01189, 90863",3340,"8252, 5877, 9609",379,97
2013-07-28,Tiền Giang,160683,75852,86116,"93906, 62084","93780, 00961, 29596, 55852, 97624, 49044, 79850",4869,"1469, 8542, 0958",961,92
2013-07-28,Đà Lạt,007177,05863,27902,"98699, 03292","63619, 34215, 04130, 59874, 64178, 66099, 31114",4905,"7199, 8005, 6326",995,24
2013-07-29,Cà Mau,919067,65640,02756,"32186, 47514","31080, 75755, 61271, 46636, 78952, 38919, 55060",1202,"1546, 6289, 6413",045,91
2013-07-29,Hồ Chí Minh,674233,00043,64190,"38843, 48459","59339, 99743, 47300, 09640, 37253, 14590, 12117",1543,"0197, 5051, 2359",932,67
2013-07-29,Đồng Tháp,161080,45725,85252,"32019, 90733","84270, 49871, 21425, 10169, 61275, 01365, 60252",8055,"6956, 9953, 8630",943,40
2013-07-30,Bạc Liêu,715831,47773,18642,"03622, 43809","94401, 76159, 41785, 72215, 75304, 73947, 09946",1408,"2542, 0415, 9333",932,78
2013-07-30,Bến Tre,606125,52030,45795,"85527, 56396","46715, 56930, 09028, 34668, 34784, 86509, 28073",0474,"1253, 3974, 5980",233,06
2013-07-30,Vũng Tàu,385476,38112,88678,"34215, 08211","50852, 73464, 88472, 13496, 89045, 15140, 95120",1483,"8470, 3942, 3667",088,57
2013-07-31,Cần Thơ,709472,98089,64812,"13576, 53800","05014, 88796, 53919, 16497, 13543, 88799, 09500",9244,"9178, 0020, 0392",937,16
2013-07-31,Sóc Trăng,394199,43764,13671,"20767, 79415","52507, 42277, 68009, 74290, 21307, 80074, 67604",6497,"7654, 8228, 3452",138,40
2013-07-31,Đồng Nai,260989,29607,43997,"24761, 71582","14310, 60503, 05433, 38554, 45278, 81784, 09745",2009,"9682, 0312, 8580",436,24
2013-08-01,An Giang,971931,19668,67112,"98515, 47439","16747, 10467, 15440, 87818, 49524, 10081, 23858",1936,"4341, 6736, 5714",112,19
2013-08-01,Bình Thuận,089773,49011,29410,"34450, 62381","60133, 37150, 22552, 53687, 58619, 66488, 55403",7584,"3400, 2248, 9928",497,81
2013-08-01,Tây Ninh,228333,67610,44530,"47483, 16054","59814, 61145, 63847, 19278, 44873, 08185, 75225",6252,"9448, 3803, 2215",908,39
2013-08-02,Bình Dương,596088,79669,83956,"49139, 94300","17332, 86305, 65390, 92356, 18008, 13938, 34484",1537,"9096, 6026, 3329",812,72
2013-08-02,Trà Vinh,474167,78925,15157,"13160, 95307","40311, 08523, 81094, 53795, 29730, 73463, 37115",7083,"9583, 1452, 8701",386,95
2013-08-02,Vĩnh Long,843958,99667,42466,"15678, 35093","78352, 69697, 68554, 17366, 32457, 80731, 51448",1839,"7754, 1520, 3320",570,27
2013-08-03,Bình Phước,860629,24968,41548,"99830, 70468","31110, 47303, 45771, 91257, 40057, 85199, 88999",6027,"4590, 4321, 9599",941,77
2013-08-03,Hậu Giang,724091,86354,01542,"74790, 54641","63678, 58300, 28364, 65887, 72089, 87471, 87017",3964,"9199, 1438, 4180",550,46
2013-08-03,Hồ Chí Minh,165808,05956,62466,"71645, 07158","91343, 09210, 24663, 30133, 66873, 33463, 04070",8416,"1669, 6028, 1049",679,06
2013-08-03,Long An,852923,57791,73721,"11974, 59201","25403, 59949, 01359, 27896, 79634, 90196, 07374",3520,"4283, 6506, 3018",184,89
2013-08-04,Kiên Giang,403205,89565,64397,"66635, 55273","70028, 55449, 11805, 19470, 65420, 34502, 36503",0436,"9755, 4737, 3951",403,97
2013-08-04,Tiền Giang,467234,57713,24344,"72650, 51304","08201, 24223, 07423, 49909, 46619, 61008, 96399",2903,"0651, 6162, 2331",689,68
2013-08-04,Đà Lạt,913987,49789,41649,"58664, 20374","12677, 70141, 38449, 34416, 51535, 09670, 67972",3269,"8886, 4229, 2221",802,32
2013-08-05,Cà Mau,988895,67270,11891,"13802, 40199","78799, 59843, 82266, 69873, 92745, 09313, 37094",9583,"2563, 3980, 0654",518,45
2013-08-05,Hồ Chí Minh,568052,02495,03987,"39294, 62119","67753, 96930, 98557, 46750, 81710, 05502, 31186",7545,"6775, 1073, 0536",813,54
2013-08-05,Đồng Tháp,839498,20539,37542,"02972, 16712","91239, 52425, 11027, 64948, 69695, 64258, 30452",6493,"1328, 4916, 5492",110,57
2013-08-06,Bạc Liêu,172402,05806,25244,"80319, 79682","92159, 89957, 70029, 77410, 23206, 03954, 50479",3066,"9364, 2672, 5761",341,10
2013-08-06,Bến Tre,796661,45487,43865,"32368, 30356","89637, 10065, 31152, 78898, 38923, 51739, 45147",2026,"7481, 4578, 1532",026,91
2013-08-06,Vũng Tàu,692150,45726,07412,"25690, 56383","69525, 40642, 60706, 17877, 12345, 74582, 66343",5582,"1397, 3403, 3016",798,93
2013-08-07,Cần Thơ,782404,81025,05438,"45680, 76470","94189, 95719, 23494, 17064, 01294, 65634, 66241",5940,"9862, 9349, 9649",625,25
2013-08-07,Sóc Trăng,429521,81239,52349,"10660, 81476","67797, 07169, 14887, 87639, 96447, 50317, 86800",5225,"3410, 4648, 2877",155,28
2013-08-07,Đồng Nai,348971,54586,25023,"14012, 95308","73015, 55598, 87326, 46377, 68719, 50210, 20964",0730,"4013, 2098, 6654",143,47
2013-08-08,An Giang,103690,15157,90519,"03279, 95871","09119, 97307, 24317, 24693, 32207, 73023, 59336",0538,"4088, 3404, 6516",554,49
2013-08-08,Bình Thuận,023827,86466,08871,"20335, 18919","02873, 94584, 26385, 42396, 64158, 72648, 84524",6869,"4593, 8209, 2947",701,39
2013-08-08,Tây Ninh,805070,33469,04637,"88978, 44324","98590, 56303, 28853, 58915, 52845, 80276, 44721",7006,"0894, 9346, 0638",839,99
2013-08-09,Bình Dương,025612,89771,87934,"58383, 77722","24005, 79114, 66338, 76750, 11637, 52343, 33112",9782,"5695, 8237, 1639",840,17
2013-08-09,Trà Vinh,306390,58748,56892,"62549, 93682","23953, 05678, 33596, 64273, 67658, 64957, 98179",5280,"4619, 8338, 5155",496,28
2013-08-09,Vĩnh Long,960228,53035,57418,"52593, 88195","32509, 81799, 54126, 27068, 35606, 86737, 01746",5545,"2453, 2048, 2532",152,06
2013-08-10,Bình Phước,819629,13595,58091,"03448, 20701","60618, 13490, 11663, 72560, 24176, 14364, 16116",9234,"8777, 8186, 9893",369,63
2013-08-10,Hậu Giang,068942,82590,43079,"32859, 09438","09731, 00384, 02710, 61322, 00372, 25336, 34585",3349,"5398, 0977, 4640",561,02
2013-08-10,Hồ Chí Minh,103096,22981,54537,"98228, 41637","59192, 14876, 26385, 13598, 32860, 55810, 05282",5478,"0104, 6593, 6016",472,39
2013-08-10,Long An,763632,39533,95563,"55345, 30531","71777, 59148, 86718, 71601, 64192, 56000, 97471",9620,"4766, 6530, 0205",281,42
2013-08-11,Kiên Giang,963763,63624,86763,"13571, 21599","30831, 91507, 50847, 40289, 03060, 24153, 37950",0287,"8144, 7904, 3388",856,33
2013-08-11,Tiền Giang,321769,60197,07550,"16496, 64041","32876, 68590, 87739, 57991, 88960, 71382, 64090",9888,"9300, 3390, 6485",816,75
2013-08-11,Đà Lạt,724071,82632,40871,"87986, 30353","06939, 11058, 43320, 25671, 63847, 49778, 48564",9766,"0968, 8396, 1617",534,72
2013-08-12,Cà Mau,313994,90318,43212,"44448, 10699","42047, 50314, 43562, 93922, 25723, 96891, 59125",2460,"9981, 6331, 0815",147,95
2013-08-12,Hồ Chí Minh,149574,71162,87025,"81270, 32935","41087, 40864, 00231, 90363, 48142, 67959, 96448",1730,"4380, 4036, 6503",412,40
2013-08-12,Đồng Tháp,815900,76706,25519,"59055, 36725","27518, 99071, 98936, 75534, 46550, 03511, 37815",8922,"2668, 8529, 4871",626,76
2013-08-13,Bạc Liêu,088115,37245,86113,"86508, 41536","65829, 50012, 90755, 34206, 26020, 68617, 18599",3050,"4225, 2905, 4917",775,78
2013-08-13,Bến Tre,460148,37122,75832,"28343, 79127","42965, 07034, 45636, 14594, 49323, 50577, 01680",6365,"2223, 3616, 1891",820,93
2013-08-13,Vũng Tàu,418150,39405,84150,"23073, 78428","09319, 76136, 43541, 32702, 58445, 17732, 85462",4422,"2710, 5386, 6047",423,58
2013-08-14,Cần Thơ,597499,05283,92031,"25716, 33485","35964, 73969, 20855, 18255, 01114, 46485, 59464",9354,"2564, 0337, 5474",270,96
2013-08-14,Sóc Trăng,017888,23314,20286,"78164, 62069","82636, 40173, 40201, 08470, 59435, 53412, 87410",6859,"3980, 4718, 1815",950,67
2013-08-14,Đồng Nai,128074,02143,36233,"65022, 68824","81034, 65518, 36447, 07488, 49311, 11806, 54966",8601,"2267, 6147, 2399",763,04
2013-08-15,An Giang,848557,01447,11129,"04293, 56190","50364, 09928, 44093, 37141, 77335, 35191, 52170",2887,"7412, 8954, 4562",114,74
2013-08-15,Bình Thuận,308140,72047,09614,"05741, 90499","50350, 00841, 77322, 07086, 53614, 96499, 91932",6094,"1625, 0223, 1927",258,41
